LCDN/PRCD,Type 1,Type 2,Sigla,Vocab,Complex cases,,
Santuario di S. Maria dei Miracoli,B,,,,,,
Santuario di S. Maria del Monte,B,,,,,,
Santuario di S. Maria del Piano,B,,,,,,
Santuario di S. Maria del Ponte Metauro,B,,,,,,
Santuario di S. Maria della Bruna,B,,,,,,
Santuario di S. Maria della Neve,B,,,,,,
Santuario di S. Maria della Quercia,B,,,,,,
Santuario di S. Maria della Vita,B,,,,,,
Santuario di S. Maria delle Grazie,B,,,,,,
Santuario di S. Maria delle Grazie di Fornò,B,,,,,,
Santuario di S. Maria delle Lastre (Sv. Marija na Škriljinah),B,,,,,,
Santuario di S. Maria delle Stelle,B,,,,,,
Santuario di S. Maria delle Vertighe,B,,,,,,
Santuario di S. Maria di Piazza,B,,,,,,
Santuario di S. Maria in Bressanoro,B,,,,,,
Santuario di S. Michele Arcangelo,B,,,,,,
Santuario di S. Romedio,B,,,,,,
Santuario di S. Rosa,B,,,,,,
Santuario Francescano,B,,,,,,
Santuario-Basilica della Madonna della Misericordia,B,,,,,,
Sarah Campbell Blaffer Foundation,M,,,,,,
Sarria Church,B,,,,,,
Sarti,A,,,,,,
Sasso,A,,,,,,
Satin Bros,A,,,,,,
Satinover Galleries,A,,,,,,
Savile Gallery,A,,,,,,
Sayn-Wittgenstein Fine Art Inc.,A,,,,,,
Scala Santa,B,,,,,,
Scardeoni,A,,,,,,
Scarpa,A,,,,,,
Schab Gallery,A,,,,,,
Schaeffer,A,,,,,,
Schaeffer Galleries,A,,,,,,
Schaffer Gallery,A,,,,,,
Schickman,A,,,,,,
Schloss Crottorf,B,,,,,,
Schloss Eltville,B,,,,,,
"Schloss Grubhof, collezione G. Scrott",B,C,,,,,
Schloss Kriz,B,,,,,,
"Schloss Leopoldskron, collezione M. Reinhardt",B,C,,,,,
Schloss Liechtenstein,B,,,,,,
Schloss Ludwigsburg,B,,,,,,
Schloss Mannheim,B,,,,,,
"Schloss Nannhofen, collezione Lotzbeck",B,C,,,,,
Schloss Neuwied,B,,,,,,
Schloss Sanssouci,B,,,,,,
"Schloss Schwarzau, collezione E. di Borbone-Parma",B,C,,,,,
Schloss Seehof,B,,,,,,
Schloss Segenhaus,B,,,,,,
Schloss Weissenstein,B,,,,,,
Schloss Weissenstein der Grafen von Schönborn,B,,,,,,
Schlossmuseum,B,,,,,,
"Schlossmuseum Rohrau, Graf Harrach'sche Familiensammlung",B,C,,,,,
Schlossmuseum und Galerie für Moderne Kunst,M,,,,,,
Schmit,A,,,,,,
Schneider-Gabriel Galleries,A,,,,,,
Schnütgen-Museum,M,,,,,,
Schoeneman Galleries,A,,,,,,
Schoenemann,A,,,,,,
Schoneman Galleries,A,,,,,,
Schubert,A,,,,,,
Schweizer,A,,,,,,
Schweizerisches Landesmuseum,M,,,,,,
Scott & Fowles,A,,,,,,
Scuola Dalmata di S. Giorgio degli Schiavoni//Scuola Dalmata dei SS. Giorgio e Trifone,B,,,,,,
Scuola degli Albanesi,B,,,,,,
Scuola dei Battuti,B,,,,,,
Scuola dei Genovesi,B,,,,,,
Scuola dei Mercanti,B,,,,,,
Scuola del Carmine,B,,,,,,
Scuola del Santo,B,,,,,,
Scuola dell'Angelo Custode,B,,,,,,
Scuola della Carità,B,,,,,,
Scuola della Trinità,B,,,,,,
Scuola di S. Girolamo,B,,,,,,
Scuola di S. Orsola,B,,,,,,
Scuola di S. Stefano//Scuola dei Laneri,B,,,,,,
Scuola Grande dei Carmini,B,,,,,,
Scuola Grande di S. Fantin//Scuola Grande di S. Girolamo,B,,,,,,
Scuola Grande di S. Giovanni Evangelista,B,,,,,,
Scuola Grande di S. Marco,B,,,,,,
Scuola Grande di S. Rocco,B,,,,,,
Scuole Leopoldine,B,,,,,,
Scuole Pie Fiorentine,B,,,,,,
Seattle Art Museum,M,,,,,,
Sebasti,A,,,,,,
Seconda prospettiva del Pincio,B,,,,,,
Seconda Università degli Studi di Napoli (ex Monastero di S. Andrea delle Dame),B,,,,,,
Segredakis,A,,,,,,
Sekeyan,A,,,,,,
Seligmann and Co.,A,,,,,,
Semenzato,A,,,,,,
Seminario,B,,,,,,
Seminario Arcivescovile,B,,,,,,
Seminario Maggiore,B,,,,,,
Seminario Minore,B,,,,,,
Seminario Patriarcale,B,,,,,,
Seminario Regionale,B,,,,,,
Seminario teologico (Bogoslovno Semenišce),B,,,,,,
Seminario Vescovile,B,,,,,,
Seminario vescovile di S. Andrea,B,,,,,,
Seminario vescovile diocesano,B,,,,,,
Sestieri,A,,,,,,
Sestieri - F. Di Castro,A,,,,,,
Sestieri-Salocchi,A,,,,,,
"Sheldon Memorial Art Gallery and Sculpture Garden, University of Nebraska-Lincoln",M,B,,,,,
Sheriff Hutton Castle,B,,,,,,
Shickman Gallery,A,,,,,,
Shipley Art Gallery,M,,,,,,
"Shipley Art Gallery, Gateshead",M,B,,,,,
Sidney Sussex College,B,,,,,,
Silberman,A,,,,,,
Silbernagl,A,,,,,,
Silvestri,A,,,,,,
Simmons,A,,,,,,
Simonetti,A,,,,,,
Simpson,A,,,,,,
Sinebrychoff Art Museum,M,,,,,,
"Skulpturensammlung, Staaliche Museen zu Berlin",M,M,,,,,
"Skulpturensammlung, Staatliche Kunstsammlungen Dresden",M,M,,,,,
Slovenska akademija znanosti in umetnosti (SAZU),M,,,,,,
Slovenská Národná Galéria,M,,,,,,
Smith College Museum of Art,M,,,,,,
"Smithsonian Institution, National Collection of Fine Arts",M,M,,,,,
Società di Belle Arti,M,,,,,,
Society of Antiquaries,M,,,,,,
Sogetsu Art Museum,M,,,,,,
Solomon R. Guggenheim Foundation,M,,,,,,
Solomon R. Guggenheim Museum,M,,,,,,
"Somerley House, collezione conte di Normanton",B,C,,,,,
"Somerley House, collezione Earl of Normanton",B,C,,,,,
Soprintendenza,M,,,,,,
"Soprintendenza per i beni architettonici, per il paesaggio e per il patrimonio storico artistico di Pisa e Livorno",M,,,,,,
"Soprintendenza Speciale per il Patrimonio Storico, Artistico ed Etnoantropologico e per il Polo Museale della città di Firenze",M,,,,,,
South Africa National Gallery,M,,,,,,
South Kensington Museum,M,,,,,,
Southampton City Art Gallery,M,,,,,,
Spalding Ltd.,A,,,,,,
Spanierman Gallery,M,,,,,,
Spedale del Ceppo,B,,,,,,
Spedale di Orbatello,B,,,,,,
Spedale di S. Maria della Croce,B,,,,,,
Spedale di S. Maria della Scala,B,,,,,,
Speelman,A,,,,,,
Spencer A. Samuels & Company,A,,,,,,
"Spencer Museum of Art, University of Kansas",M,B,,,,,
Spencer Samuels,A,,,,,,
Sperling,A,,,,,,
Spiller,A,,,,,,
Spink & Son Ltd,A,,,,,,
Spiridon,A,,,,,,
"Spye Park, collezione J.E.P. Spicer",B,C,,,,,
St. George's Parish Church,B,,,,,,
St. Gregory's College,B,,,,,,
St. Gregory's University,B,,,,,,
St. James Episcopal Church,B,,,,,,
St. Jiles Parish Church,B,,,,,,
St. John's Church,B,,,,,,
St. John's Co-Cathedral,B,,,,,,
St. John's College,B,,,,,,
St. John's Episcopal Church,B,,,,,,
St. John's Evangelical Lutheran Church,B,,,,,,
St. John's University,B,,,,,,
St. Joseph's Church,B,,,,,,
St. Mary's Cathedral,B,,,,,,
St. Mary's Church,B,,,,,,
St. Mary's Priory,B,,,,,,
St. Pawl Cathedral,B,,,,,,
St. Philip's in the Hills Episcopal Church,B,,,,,,
St. Thomas University,B,,,,,,
Staatliche Kunstakademie,M,,,,,,
Staatliche Kunsthalle,M,,,,,,
Staatliche Museen,M,,,,,,
"Staatliche Museen Kassel, Gemäldegalerie Alte Meister",M,M,,,,,
"Staatliche Museen, Skulpturensammlung und Museum für Byzantinische Kunst, Bodemuseum",M,M,,,,,
Staatsgalerie,M,,,,,,
"Staatsgalerie in der Burg, Bayerische Staatsgemäldesammlungen",M,M,,,,,
Staatsgalerie in der Residenz,M,,,,,,
Staatsgalerie Stuttgart,M,,,,,,
Stabilimento termale,B,,,,,,
Städelsches Kunstinstitut und Städtische Galerie,M,,,,,,
Städtiche Museen Freiburg,M,,,,,,
Städtische Sammlungen-Braith Mali Museum,M,,,,,,
"Städtische Wessenberg-Galerie, Städtische Museen",M,M,,,,,
Städtisches Museum,M,,,,,,
Städtisches Museum Göttingen,M,,,,,,
Stadtmuseum,M,,,,,,
Stadtresidenz Landshut,M,,,,,,
"Stafford House, collezione duca di Sutherland",B,C,,,,,
"Stanford University, Libraries. Department of Special Collections and University Archives",B,C,,,,,
Stanley Moss and Co.,A,,,,,,
"Stansted Hall, collezione W. Fuller Maitland",B,C,,,,,
State Museum of History,M,,,,,,
"State University of New York at Binghamton, University Art Gallery",M,B,,,,,
Staten Island Institute of Arts and Sciences,M,,,,,,
Statens Museum for Kunst,M,,,,,,
Stazione Porta Nuova,B,,,,,,
Stedelijk Museum Amsterdam,M,,,,,,
Stefanoni,A,,,,,,
Steffanoni,A,,,,,,
Steiermärkisches Landesmuseum Joanneum,M,,,,,,
Stein,A,,,,,,
Stephen Warren Miles & Marilyn Ross Miles Foundation,M,,,,,,
Sterbini,A,,,,,,
Sterling and Francine Clark Art Institute,M,,,,,,
Stichting Huis Bergh,B,,,,,,
Stockholms Universitet Konstsamling,M,,,,,,
"Stoke Rockford Hall, collezione C. Turnor",B,C,,,,,
Stonyhurst College,M,,,,,,
"Stourhead House, National Trust",B,C,,,,,
Strada provinciale,B,,,,,,
Strecker Museum Complex,M,,,,,,
Strossmayerova Galerija starih majstora,M,,,,,,
Stuckenberger,A,,,,,,
Studio d'Arte dell'800,A,,,,,,
Studio del Mosaico,A,,,,,,
"Sutton Place, collezione J.P. Getty",B,C,,,,,
"Syon House, collezione duca di Northumberland",B,C,,,,,
T. Bonjean,A,,,,,,
T. Bunzl,A,,,,,,
T. Duret,A,,,,,,
T. Harris,A,,,,,,
T. Spaan,A,,,,,,
T. Winstanley,A,,,,,,
T.G. Brouillette,A,,,,,,
T.P. Grange,A,,,,,,
Tabernacolo dei Logi,B,,,,,,
Tabernacolo del Canto alla Cuculia,B,,,,,,
Tabernacolo del Canto de' Carnesecchi,B,,,,,,
Tabernacolo del ponte della via Pisana,B,,,,,,
Tabernacolo del Torrino di S. Rosa,B,,,,,,
Tabernacolo dell'Olmo,B,,,,,,
Tabernacolo della Madonna delle Forche,B,,,,,,
Tabernacolo delle Stinche,B,,,,,,
Tabernacolo di Croce di Via,B,,,,,,
Tabernacolo di S. Anna,B,,,,,,
Tabernacolo in Piazza S. Maria Novella,B,,,,,,
Tabernacolo in via de' Conti,B,,,,,,
Tabernacolo in via del Campanile,B,,,,,,
Tabernacolo in via del Palio,B,,,,,,
Tabernacolo in via della Fonte,B,,,,,,
Tabernacolo in via delle Ruote,B,,,,,,
Tabernacolo in via Garibaldi,B,,,,,,
Tabernacolo in via S. Reparata,B,,,,,,
Tabernacolo in via San Gallo,B,,,,,,
Tabernacolo in vicolo S. Stefano,B,,,,,,
Tabernacolo presso il ponte sul fiume Agliena,B,,,,,,
Taccani,A,,,,,,
Tadini-Buoninsegni,A,,,,,,
Taft Museum of Art,M,,,,,,
Tal-Mirakli Church,B,,,,,,
Tanari,A,,,,,,
"Tatton Park, National Trust",B,C,,,,,
Taylor,A,,,,,,
"Taymouth Castle, collezione marchese di Breadalbane",B,C,,,,,
"Teatro ""Giuseppe Verdi""",B,,,,,,
Teatro all'Antica,B,,,,,,
Tedeschi,A,,,,,,
Tel Aviv Museum of Art,M,,,,,,
Telfair Academy of Arts and Sciences,M,,,,,,
Tempietto di S. Giacomo Maggiore,B,,,,,,
Tempio canoviano,B,,,,,,
Tempio civico dell'Incoronata,B,,,,,,
Tempio della Fortuna Virile//Chiesa di S. Maria Egiziaca,B,,,,,,
Tempio di Minerva//Chiesa di S. Maria sopra Minerva,B,,,,,,
Tempio Malatestiano,B,,,,,,
Temple Newsam,B,,,,,,
Temple Newsam House,B,,,,,,
"Temple Newsam, collezione Mrs. E. Meynell",B,C,,,,,
Terme di Caracalla,B,,,,,,
Tesoro dell'Abbazia di S. Marco (Opatska Riznica Sv. Marka),B,,,,,,
Tesoro della Cattedrale di S. Doimo,M,,,,,,
"Tewin Water House, collezione Sir O. Beit",B,C,,,,,
The A.W. Mellon Educational and Charitable Trust,C,,,,,,
The Arkansas Arts Center,M,,,,,,
The Art Institute of Chicago,M,,,,,,
The Baltimore Museum of Art,M,,,,,,
The Barbara Piasecka Johnson Collection,M,,,,,,
The Barber Institute of Fine Arts,M,,,,,,
The Berkshire Museum,M,,,,,,
The Blanton Museum of Art,M,,,,,,
The Bowes Museum,M,,,,,,
The Burrell Collection,M,,,,,,
The Cathedral Church of St. John the Divine,B,,,,,,
The Chrysler Museum of Art,M,,,,,,
The Cleveland Museum of Art,M,,,,,,
"The Clowes Fund, Fine Arts Department",C,M,,,,,
The Columbus Gallery of Fine Arts,M,,,,,,
The Corcoran Gallery of Art,M,,,,,,
The Edward James Foundation,M,,,,,,
The Elms,M,,,,,,
The Fine Arts Museums of San Francisco,M,,,,,,
"The Fine Arts Museums of San Francisco, California Palace of the Legion of Honor",M,B,,,,,
"The Fine Arts Museums of San Francisco, M.H. de Young Memorial Museum",M,M,,,,,
The Frick Art Museum,M,,,,,,
The Fuller Foundation Inc.,M,,,,,,
The Haggin Museum,M,,,,,,
The Hispanic Society,M,,,,,,
The Honourable Society of the Inner Temple,M,,,,,,
The Hugh Lane Municipal Gallery,M,,,,,,
The Hyde Collection,M,,,,,,
The Lyman Allyn Museum,M,,,,,,
"The Manor House, Phillips of Hitchin (Antiques)Ltd",B,A,,,,,
"The Martin D'Arcy Gallery of Art, Loyola University Museum of Medieval, Renaissance and Baroque Art",M,M,,,,,
The Metropolitan Museum of Art,M,,,,,,
The Mitchell Wolfson Jr. Collection - Fondazione Regionale C. Colombo,M,,,,,,
The Montclair Art Museum,M,,,,,,
The Mount Trust,C,,,,,,
"The Mount Trust, collezione Capt. and Mrs. Bulkeley-Johnson",B,C,,,,,
The Museum of Fine Arts,M,,,,,,
"The Nasher Museum of Art, Duke University",M,B,,,,,
The National Museum of Western Art,M,,,,,,
The National Trust,C,,,,,,
"The National Trust, Iliffe collection, Basildon Park",C,B,,,,,
"The National Trust, Uppark House",C,B,,,,,
The Nemours Foundation,M,,,,,,
The New Art Gallery,M,,,,,,
The New York Historical Society,M,,,,,,
"The Orangery, Langley Park, collezione Molesworth",B,C,,,,,
The Renaissance Society of the University of Chicago,M,,,,,,
"The Sacred Art Center, Elna M. Smith Foundation",M,M,,,,,
The Samuel H. Kress Foundation,M,,,,,,
"The Snite Museum of Art, University of Notre Dame",M,B,,,,,
The Solomon R. Guggenheim Museum,M,,,,,,
The Toledo Museum of Art,M,,,,,,
The Topstone Fund,M,,,,,,
The University of Arizona Museum of Art,M,,,,,,
The Wallace Collection,M,,,,,,
The Walters Art Museum,M,,,,,,
"The William Benton Museum of Art, University of Connecticut",M,B,,,,,
Theatinerkirche,B,,,,,,
Thirlestane Castle Trust,B,,,,,,
"Thirlestane House, Asta Phillips Son & Neale",B,AH,,,,,
Thornton Realty Co.,A,,,,,,
Thorvaldsens Museum,M,,,,,,
Thwaites,A,,,,,,
Tiedje,A,,,,,,
Timken Museum of Art,M,,,,,,
Tiroler Landesmuseum Ferdinandeum,M,,,,,,
"Tittenhurst Lodge, collezione J. Dingwall",B,C,,,,,
"Tittenhurst Lodge, collezione Lady S. Martin-Holloway",B,C,,,,,
"Tittenhurst Lodge, collezione M.A. Driver",B,C,,,,,
"Tittenhurst Lodge, collezione T. Holloway",B,C,,,,,
Tobias-Fischer & Co.,A,,,,,,
Tora Gallery,A,,,,,,
Tornabuoni Arte,A,,,,,,
Toronto University Club,M,,,,,,
Torre civica,B,,,,,,
Torre degli Agli,B,,,,,,
Torre del Vescovo,B,,,,,,
Torre dell'orologio,B,,,,,,
Torre di S. Zeno,B,,,,,,
Torre Lambertini,B,,,,,,
Torrione di Galasso Pio,B,,,,,,
Toscano,A,,,,,,
Totsche,A,,,,,,
Tozzi,A,,,,,,
Trafalgar Galleries,A,,,,,,
"Trerice, National Trust",B,C,,,,,
Triclinio Leoniano,B,,,,,,
Trinity Church,B,,,,,,
Trinity Fine Art Ltd,A,,,,,,
Trinity Lutheran Church,B,,,,,,
Triton Collection Foundation,M,,,,,,
Trotti,A,,,,,,
Trustees for Roman Catholic Purposes,C,,,,,,
"Trustees of the Chatsworth Settlement, Devonshire Collection",C,C,,,,,
Ubicazione sconosciuta,U,,,,,,
Uffici della Provincia,B,,,,,,
Ufficio della Seta di Rialto,B,,,,,,
Ufficio della Zecca,B,,,,,,
Ufficio Esportazioni,B,,,,,,
Ufficio Olandese per le Belle Arti (Rijksdienst Beeldende Kunst),B,,,,,,
Ufficio parrocchiale,B,,,,,,
Ufficio Recupero,B,,,,,,
Ulster Museum,M,,,,,,
Umbria Sud,A,,,,,,
Unicredit Banca,C,,,,,,
UniCredit Group Collection,C,,,,,,
"Universalmuseum Joanneum, Schloss Eggenberg, Alte Galerie",M,B,,,,,
"Universidad Torcuato Di Tella, Centro de Artes Visuales",B,M,,,,,
Università,B,,,,,,
Università Cattolica del Sacro Cuore,B,,,,,,
Università degli Studi di Firenze (ex monastero di S. Trinita),B,,,,,,
"Università degli Studi di Firenze, Biblioteca Umanistica di Storia dell'arte (ex Chiesa di S. Maria Annunziata in Orbatello)",B,M,,,,,
Università di Messina,B,,,,,,
Universitätgalerie,M,,,,,,
Universitätsmuseum,M,,,,,,
University Art Museum,M,,,,,,
"University Art Museum Santa Barbara, University of California",M,B,,,,,
"University of Glasgow, Hunterian Collection",M,C,,,,,
University of Missouri Museum of Art and Archaelogy,M,,,,,,
"University of Newcastle, Hatton Gallery",B,M,,,,,
University of Notre Dame Art Gallery,M,,,,,,
"University of Southern California, Fisher Gallery",B,M,,,,,
University of the Pacific,M,,,,,,
University of Virginia,M,,,,,,
University of Wisconsin,M,,,,,,
Uppsala University Museums,M,,,,,,
"Upton House, collezione Lord Bearstead",B,C,,,,,
"Upton House, The National Trust",B,C,,,,,
Ushaw College,M,,,,,,
Utah Museum of Fine Arts,M,,,,,,
V. Baratti,A,,,,,,
V. Bloch,A,,,,,,
V. Costantini,A,,,,,,
V. Frascione,A,,,,,,
V. Nilsson,A,,,,,,
V. Sturni,A,,,,,,
V. Veneziani,A,,,,,,
V.B. Galleries,A,,,,,,
V.D. Spark,A,,,,,,
Valente Antichità,A,,,,,,
Vallati,A,,,,,,
Van Abbenmuseum,M,,,,,,
Van Diemen & Co.,A,,,,,,
Van Diemen-Lilienfeld Galleries,A,,,,,,
Van Gelder,A,,,,,,
Vanderbilt Fine Arts Gallery,M,,,,,,
Vangelli,A,,,,,,
Venaria Reale,B,,,,,,
Vendita Castellani,ERR,,,,,,
Vendita collezione Kambo,ERR,,,,,,
Vendita De Beurnonville,ERR,,,,,,
Vendita Dieterich,ERR,,,,,,
Vendita Richmond,ERR,,,,,,
Vendita Salomon,ERR,,,,,,
Vendita Solier,ERR,,,,,,
Veneziani,A,,,,,,
Ventura,A,,,,,,
Vescovado,B,,,,,,
Via A. Ponti,B,,,,,,
Via Canonica,B,,,,,,
Via Capo di Mondo,B,,,,,,
Via Cavour angolo piazza san Marco,B,,,,,,
Via Cernaia,B,,,,,,
Via dei Fori Imperiali,B,,,,,,
Via dei Giraldi angolo Borgo degli Albizi,B,,,,,,
Via dei Tavolini,B,,,,,,
Via del Babuino,B,,,,,,
Via del Leone,B,,,,,,
Via del Salviatino - Via di Maiano,B,,,,,,
Via delle Belle Donne - Via del Sole,B,,,,,,
Via delle Casine,B,,,,,,
Via delle Ruote,B,,,,,,
Via di Brozzi angolo via Pistoiese,B,,,,,,
Via di S. Maria dell'Anima,B,,,,,,
Via Nazionale,B,,,,,,
Via Panicale,B,,,,,,
Via Ricasoli angolo via de' Pucci,B,,,,,,
Via Romana,B,,,,,,
Via sant'Antonino,B,,,,,,
Via Umberto I,B,,,,,,
Viale Semeria,B,,,,,,
Viancini,A,,,,,,
Vico Dritto di Ponticello,B,,,,,,
Victoria and Albert Museum,M,,,,,,
Viezzoli,A,,,,,,
"Villa ""alla Pietra"", collezione Finaly",B,C,,,,,
"Villa ""La Capponcina""",B,,,,,,
Villa Agostini,B,,,,,,
Villa Albani,B,,,,,,
Villa Aldobrandini,B,,,,,,
Villa Arcivescovile,B,,,,,,
Villa Arconati,B,,,,,,
Villa Ariana,B,,,,,,
Villa Arrigoni Muti,B,,,,,,
Villa Barbaro,B,,,,,,
Villa Belmonte,B,,,,,,
Villa Belrespiro,B,,,,,,
Villa Bertolo-Valmarana (ai Nani),B,,,,,,
Villa Bigolin,B,,,,,,
Villa Blasi Foglietti,B,,,,,,
Villa Bombardini,B,,,,,,
"Villa Borbone delle Pianore, collezione Borbone Parma",B,C,,,,,
Villa Borghese,B,,,,,,
"Villa Budini Gattai, cappella dei SS. Filippo e Giacomo alle Segalaie",B,B,,,,,
Villa Caldogno Pagello,B,,,,,,
Villa Camerini,B,,,,,,
Villa Capponi,B,,,,,,
Villa Carducci-Pandolfini,B,,,,,,
Villa Carlotta,B,,,,,,
Villa Carpegna,B,,,,,,
Villa Caserotta,B,,,,,,
"Villa Castelpulci, Chiesa di San Jacopo",B,B,,,,,
Villa Cisterna,B,,,,,,
Villa Clio,B,,,,,,
Villa Codecà,B,,,,,,
Villa Contarini,B,,,,,,
Villa Cordellina Lombardi,B,,,,,,
Villa Cornaro,B,,,,,,
Villa Corsini,B,,,,,,
Villa d'Este,B,,,,,,
Villa Da Mula-Guarnieri,B,,,,,,
Villa Dahm,B,,,,,,
Villa dei Padri Benedettini,B,,,,,,
Villa dei papi alla Magliana,B,,,,,,
Villa del Bene,B,,,,,,
Villa della Regina,B,,,,,,
Villa Demidoff,B,,,,,,
Villa di Belvedere,B,,,,,,
"Villa di Castiglionchio, chiesa",B,B,,,,,
"Villa Doccia, collezione H.W. Cannon Sr.",B,C,,,,,
Villa Doria Pamphilj,B,,,,,,
Villa Duodo,B,,,,,,
Villa Durazzo Pallavicini,B,,,,,,
Villa Falconieri,B,,,,,,
Villa Falier,B,,,,,,
Villa Farnesina,B,,,,,,
Villa Franzoni,B,,,,,,
Villa Giovannelli,B,,,,,,
Villa Giovannina,B,,,,,,
"Villa Giramonte, collezione L. Fortuna Dell'Agnello",B,C,,,,,
Villa Giulia,B,,,,,,
"Villa Grimaldi Fassio, Raccolte Frugone",B,C,,,,,
Villa Guaita,B,,,,,,
Villa Guastavillani,B,,,,,,
Villa Gyllenberg,B,,,,,,
"Villa I Tatti, The Harvard University Center for Italian Renaissance Studies",B,M,,,,,
Villa il Pozzino,B,,,,,,
Villa Imperiale,B,,,,,,
Villa l'Eremitaggio,B,,,,,,
"Villa l'Ugolino, collezione barone F. de Thierry",B,C,,,,,
"Villa La Capponcina, collezione G. d'Annunzio",B,C,,,,,
Villa la Crescenza,B,,,,,,
Villa La Gallina,B,,,,,,
Villa La Giraffa,B,,,,,,
Villa La Magia,B,,,,,,
"Villa La Pietra, New York University",B,M,,,,,
"Villa La Posta, collezione J.P. Getty",B,C,,,,,
Villa La Quiete alle Montalve,B,,,,,,
Villa La Sampiera,B,,,,,,
Villa Lante,B,,,,,,
Villa Lanzi,B,,,,,,
Villa Lattes,B,,,,,,
Villa Le Campora,B,,,,,,
Villa Le Corti (ex Ospedale di S. Trinità e S. Croce),B,,,,,,
Villa Le Mura,B,,,,,,
Villa Le Pianore,B,,,,,,
Villa Lemmi,B,,,,,,
Villa Litta Visconti Borromeo,B,,,,,,
Villa Ludovisi,B,,,,,,
Villa Madama,B,,,,,,
Villa Malta,B,,,,,,
"Villa Malta, collezione conte A. Bobrinsky",B,C,,,,,
Villa Margon,B,,,,,,
Villa Mastai De Bellegarde,B,,,,,,
Villa Medicea del Poggio Imperiale,B,,,,,,
Villa Medicea della Petraia,B,,,,,,
Villa Medicea di Artimino//Villa La Fernanda,B,,,,,,
Villa Medicea di Castello,B,,,,,,
Villa Medicea di Poggio a Caiano,B,,,,,,
Villa Medici,B,,,,,,
Villa Mellerio//Il Gernetto,B,,,,,,
Villa Minghetti,B,,,,,,
Villa Mombello,B,,,,,,
Villa Montalto,B,,,,,,
Villa Mylius-Vigoni,B,,,,,,
Villa Pallavicini,B,,,,,,
Villa Palmieri,B,,,,,,
Villa Passerini//Palazzone,B,,,,,,
Villa Pelucca,B,,,,,,
Villa Piccolomini,B,,,,,,
Villa Pisani,B,,,,,,
Villa Poggio alla Scaglia,B,,,,,,
Villa Porto-Colleoni,B,,,,,,
Villa Querini Stampalia,B,,,,,,
"Villa Reale, Raccolte Civiche",B,M,,,,,
Villa Redenta,B,,,,,,
Villa Rosebery,B,,,,,,
Villa Rumi (ex Rosselli del Turco),B,,,,,,
"Villa S. Remigio, collezione Della Valle di Casanova",B,C,,,,,
Villa Sala,B,,,,,,
Villa Saluzzo Bombrini//Villa Paradiso,B,,,,,,
Villa Salviati,B,,,,,,
Villa Sampiera,B,,,,,,
Villa Serbelloni (?),B,,,,,,
"Villa Serbelloni, Rockfeller Foundation",B,M,,,,,
Villa Sessa Del Bono,B,,,,,,
Villa Soderini,B,,,,,,
Villa Soranza,B,,,,,,
"Villa Sparta, collezione di Elena di Romania",B,C,,,,,
Villa Stati Mattei,B,,,,,,
Villa Tempi di Poggio alla Scaglia,B,,,,,,
Villa Terzi,B,,,,,,
Villa Tiepolo,B,,,,,,
Villa Tommasi,B,,,,,,
Villa Torni (Istituto Psichiatrico C. Gris),B,,,,,,
Villa Torrigiani,B,,,,,,
Villa Tortorina,B,,,,,,
Villa Valmarana-Grimani,B,,,,,,
Villa Vescovile,B,,,,,,
Villa Vettori,B,,,,,,
Villa Volte Alte,B,,,,,,
Villa Wolkonsky (ambasciata del Regno Unito),B,,,,,,
Vincenzi,A,,,,,,
Violante,A,,,,,,
Virginia Museum of Fine Arts,M,,,,,,
Visconteum Antichità,A,,,,,,
Vitali,A,,,,,,
Vittoriale,M,,,,,,
Vittoriano,M,,,,,,
Vivanet,A,,,,,,
Vizcaya Museum,M,,,,,,
Vlastivedné Muzeum v Olomouci,M,,,,,,
"Voelas Hall, collezione J.C. Wynne Finch",B,C,,,,,
Voena,A,,,,,,
Volterra,A,,,,,,
Volterra (?),A,,,,,,
Von Kaufmann,A,,,,,,
Vorarlberger Landesmuseums Bregenz,M,,,,,,
Vose Galleries,A,,,,,,
W. Griffin,A,,,,,,
W. Hallsborough,A,,,,,,
W. Hugelshofer,A,,,,,,
W. Scott Fitz,A,,,,,,
W. Turner Lord and Co.,A,,,,,,
W.H. Crocker,A,,,,,,
W.J. Ashford,A,,,,,,
W.S.M. Burns,A,,,,,,
"Waddesdon Manor, collezione J. Rothschild",B,C,,,,,
Wadsworth Atheneum,M,,,,,,
Walker Art Center,M,,,,,,
Walker Art Gallery,M,,,,,,
Wallerstein,A,,,,,,
Wallraf-Richartz Museum,M,,,,,,
Walpole Gallery,A,,,,,,
"Wardour Castle, collezione Lord Arundel",B,C,,,,,
"Warfield House, collezione Sir G. Leon",B,C,,,,,
Warwick Castle,B,,,,,,
"Warwick Castle, collezione Earl of Warwick",B,C,,,,,
"Warwick Castle, collezione Lord Warwick",B,C,,,,,
Washington and Lee University,M,,,,,,
Washington National Cathedral,B,,,,,,
Weddelshaus,B,,,,,,
Weingraf,A,,,,,,
Weinmüller,A,,,,,,
Weitzner/ Salocchi,A,,,,,,
"Welbeck Abbey, collezione Lady V. Wemyss",B,C,,,,,
"Wellesley College Art Museum, Jewett Arts Center",M,M,,,,,
"Wellington Museum, Apsley House",M,B,,,,,
Wengraf,A,,,,,,
Wengraf Old Masters Gallery,A,,,,,,
"Wentworth Castle, collezione B.C. Vernon",B,C,,,,,
"Wentworth Woodhouse, collezione conte di R.H. Fitzwilliam",B,C,,,,,
